Payment Id,Created Date,Payment Status,Total,Sales state,Details Summary
PAY-XXX,1/29/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nana Michael<br/>1 FULL FESTIVAL Student
PAY-XXX,1/29/2018,approved,213.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Omar Mindy<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/29/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Paulette Nadine<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/29/2018,approved,213.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rene Nana<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/28/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sally Nate<br/>1 FULL FESTIVAL Student
PAY-XXX,1/28/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Teddy Nestor<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/28/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Vicky Nicholas<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/28/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Wilfred Nicole<br/>1 FULL FESTIVAL Student
PAY-XXX,1/28/2018,approved,68.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ana Odette<br/>1 FULL FESTIVAL Teen
PAY-XXX,1/27/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Bill Olga<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/27/2018,approved,248.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Claudette Omar<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues
PAY-XXX,1/27/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Danny Ophelia<br/>1 FULL FESTIVAL Adult
PaperTicket,1/27/2018,,85,completed,<br/>Purchaser Name:  Elsa Oscar<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/26/2018,approved,223.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Fred Owen<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Adult"
PAY-XXX,1/26/2018,approved,203.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Grace Pablo<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Student"
PAY-XXX,1/26/2018,approved,68.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Henri Patty<br/>1 FULL FESTIVAL Teen
PAY-XXX,1/26/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ida Paula<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/26/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Julian Paulette<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/26/2018,approved,223.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Kate Peter<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Adult"
PAY-XXX,1/26/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Larry Philippe<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/26/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Mindy Rafael<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/26/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nicholas Rebekah<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/25/2018,approved,128.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Odette Rene<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PAY-XXX,1/25/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Peter Richard<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/25/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rose Rina<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/25/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sam Rose<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/24/2018,approved,103.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Teresa Sally<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Senior"
PAY-XXX,1/24/2018,approved,36.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Victor Sam<br/>1 FRIDAY NIGHT Adult
PAY-XXX,1/24/2018,approved,213.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Wanda Sara<br/>2 FRIDAY NIGHT Adult<br/>2 ALL SATURDAY Adult
PAY-XXX,1/24/2018,approved,36.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Alex Sean<br/>1 FRIDAY NIGHT Adult
PAY-XXX,1/24/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Bonnie Sebastien<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/24/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Colin Shary<br/>1 FULL FESTIVAL Senior
PaperTicket,1/24/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Danielle Tammy<br/>1 FULL FESTIVAL Adult
PAY-XXX,1/24/2018,approved,163.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Earl Tanya<br/>2 FRIDAY NIGHT Senior<br/>2 ALL SATURDAY Senior
PAY-XXX,1/24/2018,approved,89.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Fiona Teddy<br/>1 ALL SATURDAY Senior<br/>1 ALL SUNDAY Senior
PAY-XXX,1/23/2018,approved,213.75,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gaston Teresa<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior"
PAY-XXX,1/23/2018,approved,213.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Hermine Tobias<br/>1 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/23/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ian Tony<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/23/2018,approved,103.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Julia Valerie<br/>1 FULL FESTIVAL Student
PAY-XXX,1/23/2018,approved,203.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Karl Van<br/>2 FULL FESTIVAL Senior
PaperTicket,1/23/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Lisa Vicky<br/>1 FULL FESTIVAL Adult
PaperTicket,1/23/2018,,200,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Martin Victor<br/>2 FULL FESTIVAL Adult
PaperTicket,1/23/2018,,200,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nicole Vince<br/>2 FULL FESTIVAL Adult
PaperTicket,1/23/2018,,190,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Owen Virginie<br/>2 FULL FESTIVAL Adult
PaperTicket,1/23/2018,,136,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Paula Walter<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 SATURDAY DAY Adult<br/>2 SATURDAY DAY Child<br/>1 SATURDAY DAY Senior<br/>1 ALL SUNDAY Adult<br/>2 ALL SUNDAY Child<br/>1 ALL SUNDAY Senior"
PaperTicket,1/23/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Richard Wanda<br/>1 FULL FESTIVAL Senior
PAY-XXX,1/22/2018,approved,113.75,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Shary Wendy<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Tobias Whitney<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,62,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Virginie Wilfred<br/>1 ALL SATURDAY Adult
PaperTicket,1/22/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Walter William<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/22/2018,,96,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Arlene William<br/>1 ALL SATURDAY DFO Member<br/>1 ALL SUNDAY DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/22/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Bret Wilfred<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Cindy Whitney<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Don Wendy<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Emily Wanda<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Franklin Walter<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gert Virginie<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,190,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Harvey Vince<br/>2 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,48,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Irma Victor<br/>1 ALL SATURDAY Senior
PaperTicket,1/22/2018,,62,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Jose Vicky<br/>1 ALL SATURDAY Adult
PaperTicket,1/22/2018,,170,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Katia Van<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Senior<br/>1 ALL SATURDAY Adult<br/>1 ALL SUNDAY Senior"
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Lee Valerie<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,198,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Maria Tony<br/>2 FULL FESTIVAL Adult<br/>1 FULL FESTIVAL Child
PaperTicket,1/22/2018,,140,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Nate Tobias<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ophelia Teresa<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Philippe Teddy<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,146,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Rina Tanya<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 SATURDAY NIGHT Adult<br/>2 ALL SUNDAY Adult"
PaperTicket,1/22/2018,,85,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Sean Tammy<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,215,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Tammy Shary<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL DFO Member<br/>1 DFO Couple/Family Membership Dues"
PaperTicket,1/22/2018,,110,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Vince Sebastien<br/>1 FULL FESTIVAL DFO Member<br/>1 DFO Individual Membership Dues
PaperTicket,1/22/2018,,100,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Whitney Sean<br/>1 FULL FESTIVAL Senior
PaperTicket,1/22/2018,,170,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Alberto Sara<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL DFO Member"
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Beryl Sam<br/>1 FULL FESTIVAL Senior
PAY-XXX,,,,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Chris Sally<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Adult"
PAY-XXX,,,,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Debby Rose<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>2 FULL FESTIVAL Adult"
PaperTicket,1/22/2018,,370,completed,"Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Ernesto Rina<br/>Special Instructions: Names of other people authorized to pick up tickets, etc.<br/>1 FULL FESTIVAL Adult"
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Florence Richard<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Gordon Rene<br/>1 FULL FESTIVAL Adult
PaperTicket,1/22/2018,,95,completed,Purchaser email:  mailbox@domain.com<br/>Purchaser Name:  Helene Rebekah<br/>1 FULL FESTIVAL Adult
